services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
bike,2024-06-30,08:09:04.542646,completed,Kengeri 4th Stage,Bhadrappa Layout Valley,118,RD7828961357364981,35.3,932.72,38.19,970.9100000000001,GPay
auto,2024-08-03,21:21:16.542646,completed,HSR Layout 2nd Block,Kothaguda Garden,34,RD1225029458584532,15.4,422.43,2.8,425.23,Amazon Pay
cab economy,2024-07-30,18:23:19.542646,completed,Nagawara Valley,Rachenahalli Arc,37,RD8434741178055910,28.45,313.05,12.68,325.73,Amazon Pay
bike,2024-07-08,01:12:37.542646,completed,Yelahanka Track,Banerghatta Road Crescent,113,RD9690777381518894,48.77,822.28,5.96,828.24,GPay
parcel,2024-07-20,03:51:45.542646,completed,Doddanekundi Layout,Agrahara Layout Fork,88,RD7691928965536504,26.97,802.31,4.93,807.2399999999999,Paytm
auto,2024-06-22,03:00:07.542646,cancelled,Hebbal Kempapura Quarry,Nayandahalli Loop,85,RD0012999586946645,40.73,,,,nan
cab economy,2024-06-21,02:07:49.542646,completed,Gottigere Garden,MG Road Quarry,65,RD9083033797945738,49.59,213.29,3.82,217.10999999999999,Paytm
cab economy,2024-08-09,20:03:45.542646,cancelled,RMV 2nd Stage Park,Madivala Loop,115,RD1525133767238987,37.09,,,,nan
auto,2024-07-13,02:52:12.542646,completed,Peenya Road,Varthur Meadows,51,RD2697856534727332,1.71,162.23,23.32,185.54999999999998,Paytm
bike lite,2024-07-16,02:38:56.542646,completed,Kanaka Nagar Harbor,Mahalakshmi Layout Vista,52,RD4339985979372494,44.06,62.4,33.95,96.35,QR scan
bike lite,2024-07-01,15:13:40.542646,completed,Agrahara Layout Nagar,Lingarajapuram Area,109,RD0934474087268970,11.56,924.43,15.49,939.92,Paytm
bike,2024-06-21,08:43:04.542646,completed,Vasanth Nagar Quay,Anekal Station,37,RD5843077275347030,5.98,785.28,19.6,804.88,QR scan
bike,2024-06-17,07:41:36.542646,completed,Electronic City Township,Arekere Park,16,RD0773560815130615,46.05,413.36,31.44,444.8,GPay
parcel,2024-06-17,03:47:32.542646,completed,BTM 2nd Stage 6th Stage,Hebbal 3rd Stage,58,RD9243428606061433,7.44,623.83,14.99,638.82,QR scan
auto,2024-06-18,05:46:40.542646,completed,Koramangala Viewpoint,Kaggalipura Fields,111,RD5223007291060805,46.27,549.21,42.26,591.47,Paytm
cab economy,2024-08-03,02:00:38.542646,completed,Marathahalli Alley,Gottigere Esplanade,93,RD0518418323695111,34.97,571.35,24.5,595.85,QR scan
bike,2024-06-21,20:23:01.542646,cancelled,Dasarahalli Harbor,Avalahalli Nagar,19,RD0836627644481410,19.31,,,,nan
bike,2024-07-21,18:47:52.542646,completed,Hosur Road Landing,Srirampura Landing,16,RD3211578977018664,20.15,94.99,25.33,120.32,QR scan
bike,2024-07-15,11:36:30.542646,completed,Kothaguda 4th Stage,Chokkanahalli Square,117,RD4424779418289045,30.71,563.05,30.65,593.6999999999999,Amazon Pay
cab economy,2024-08-04,19:48:17.542646,completed,Vijayanagar Passage,Kalyan Nagar Depot,53,RD8439601093681322,37.0,877.61,9.02,886.63,Paytm
bike lite,2024-07-31,23:38:07.542646,completed,Hosur Road Passage,Kothanur Cove,34,RD9021159049778670,10.62,402.16,32.91,435.07000000000005,GPay
auto,2024-07-12,03:34:09.542646,completed,Kundalahalli Track,Devarachikkanahalli Fields,44,RD8760409129930607,28.51,959.08,31.13,990.21,GPay
bike lite,2024-07-23,11:14:59.542646,cancelled,Srirampura Area,Nagwara Hills,42,RD2428889305759362,33.65,,,,nan
bike,2024-07-19,16:42:49.542646,completed,Kalena Agrahara Cut,Nayandahalli Viewpoint,88,RD8371038055712046,36.39,644.39,35.57,679.96,Paytm
bike,2024-07-27,00:23:29.542646,completed,Doddanekundi Landing,Subramanyapura Track,58,RD5952542021969935,49.24,413.24,41.55,454.79,GPay
bike,2024-07-20,10:04:08.542646,completed,Banerghatta Road Ridge,Ramnagar Loop,115,RD4677382804795631,37.09,918.53,39.57,958.1,GPay
auto,2024-07-13,16:11:12.542646,completed,Harohalli 1st Stage,Rajajinagar Works,94,RD4849767826126197,36.51,321.23,47.97,369.20000000000005,QR scan
cab economy,2024-07-10,15:20:38.542646,completed,Dasarahalli Quay,Sonnenahalli Heights,33,RD4047377348270168,30.82,601.36,41.0,642.36,Paytm
cab economy,2024-07-02,12:42:48.542646,completed,RT Nagar Area,Agara Cutting,81,RD0783198066392046,3.56,703.85,9.81,713.66,Paytm
parcel,2024-07-28,10:56:45.542646,cancelled,Jakkur District,Domlur Zone,21,RD5594888634746829,16.89,,,,nan
parcel,2024-08-11,01:35:40.542646,completed,Nandini Layout Quarters,Nandini Layout 6th Stage,58,RD8382653653352539,9.17,677.94,8.81,686.75,Paytm
bike,2024-06-22,10:43:44.542646,completed,Vidyaranyapura Valley,Kasturi Nagar View,95,RD7012162414661795,45.37,91.38,10.02,101.39999999999999,GPay
auto,2024-07-15,21:17:57.542646,completed,Hebbal Dam,Madiwala Extension,58,RD1446819642254163,18.56,938.03,34.35,972.38,Paytm
bike,2024-06-26,06:29:24.542646,completed,Balagere Complex,Ulsoor Court,106,RD9667063248947207,45.0,494.34,45.62,539.9599999999999,QR scan
bike,2024-07-14,17:56:38.542646,completed,Tavarekere Boulevard,Malleshwaram Extension,66,RD5780283332877741,13.7,521.6,40.92,562.52,GPay
auto,2024-08-13,01:35:45.542646,completed,Jakkur Enclave,Hosur Road Cutting,51,RD0260572275316675,11.05,707.33,27.27,734.6,Amazon Pay
bike lite,2024-07-12,10:28:27.542646,completed,Srirampura Hills,HRBR Layout Estate,22,RD9945506158596600,24.98,923.16,16.64,939.8,QR scan
bike lite,2024-08-04,20:04:21.542646,completed,Ulsoor 2nd Stage,Agrahara Layout Woods,96,RD4545577390548686,14.02,944.21,37.26,981.47,QR scan
cab economy,2024-07-06,21:35:37.542646,cancelled,Tavarekere Extension,Banaswadi Cross,62,RD5266407404435555,28.31,,,,nan
auto,2024-07-31,22:15:55.542646,completed,Pai Layout 2nd Block,Tavarekere Landing,104,RD9722935742011704,1.21,643.98,24.5,668.48,Paytm
auto,2024-06-25,10:15:15.542646,completed,Gottigere 5th Block,Nayandahalli Quadrant,73,RD0353038959935528,5.91,950.78,3.43,954.2099999999999,Amazon Pay
parcel,2024-07-12,11:09:44.542646,completed,Kalyan Nagar Farms,Vijayanagar Zone,78,RD2758864587106379,32.91,504.24,32.04,536.28,QR scan
bike,2024-08-06,16:36:08.542646,completed,Hennur Yard,Dommasandra Layout,118,RD7832254692950282,13.68,507.07,0.49,507.56,Amazon Pay
auto,2024-08-14,15:39:55.542646,completed,Magadi Road Bridge,Ashok Nagar Valley,104,RD5194279740377379,41.55,286.87,19.22,306.09000000000003,Paytm
bike,2024-08-05,22:30:33.542646,completed,Kasavanahalli Pointe,Anekal Village,102,RD3273486050639225,17.37,529.15,4.38,533.53,Amazon Pay
parcel,2024-08-07,15:42:33.542646,completed,Koramangala Bay,Ramamurthy Nagar Sector,83,RD1963695699217938,12.12,603.89,27.03,630.92,Paytm
auto,2024-07-18,08:16:11.542646,cancelled,Mahadevapura Quay,BTM Layout 5th Block,54,RD0421684076145381,37.14,,,,nan
bike,2024-07-01,12:35:51.542646,completed,Nandini Layout Lane,Vijayanagar Summit,102,RD3665761286901233,10.85,681.17,40.88,722.05,QR scan
parcel,2024-06-22,14:15:31.542646,completed,Kothanur 2nd Block,Naganathapura Loop,88,RD7404550854748674,37.81,504.64,43.53,548.17,Amazon Pay
auto,2024-07-01,04:19:06.542646,completed,Electronic City Nagar,Kalyan Nagar View,31,RD0077099539917517,13.51,462.07,0.9,462.96999999999997,GPay
bike,2024-08-05,12:55:52.542646,cancelled,Bellandur Promenade,Kumaraswamy Layout Area,38,RD6608750602650760,38.65,,,,nan
bike,2024-07-22,01:14:19.542646,completed,Kalyan Nagar Enclave,Babusapalya Woods,47,RD0606576894879709,19.28,773.46,29.73,803.19,Amazon Pay
cab economy,2024-07-21,21:12:14.542646,completed,Koramangala 4th Block Summit,Horamavu Run,81,RD9722596382599738,29.59,229.22,43.26,272.48,GPay
bike,2024-06-19,06:20:52.542646,completed,Doddaballapur Arcade,Sahakar Nagar Village,79,RD1296442780421523,44.22,985.65,9.72,995.37,Amazon Pay
bike,2024-08-13,09:15:24.542646,completed,Chikkajala District,Chandra Layout 5th Block,69,RD0199846400559415,17.59,737.14,6.32,743.46,QR scan
cab economy,2024-07-09,08:01:31.542646,completed,Vidya Vihar 2nd Block,Whitefield Commons,100,RD9109318617741637,26.59,994.38,28.06,1022.4399999999999,Paytm
bike lite,2024-06-24,08:05:48.542646,completed,Dasarahalli Viewpoint,Jayanagar View,46,RD6763544162346806,47.95,247.48,46.52,294.0,Paytm
cab economy,2024-07-07,07:35:01.542646,completed,Doddakannelli Quay,JP Nagar Close,99,RD2412171746752909,46.15,175.78,8.35,184.13,Amazon Pay
bike,2024-08-06,17:25:08.542646,completed,Shivaji Nagar Bay,Shivaji Nagar Trail,54,RD9933506084971686,36.42,931.07,25.88,956.95,Paytm
cab economy,2024-08-12,06:24:46.542646,completed,Banerghatta Road Ridge,Doddanekundi Arcade,59,RD8979723935983274,28.15,345.37,28.34,373.71,Paytm
parcel,2024-07-02,15:25:36.542646,completed,Kalyan Nagar Landing,Begur 1st Stage,75,RD6869858126527492,26.69,224.76,44.76,269.52,QR scan
bike,2024-07-06,01:14:15.542646,completed,Madiwala 4th Block,Kaggalipura Hills,50,RD0151482439255635,13.46,163.36,24.43,187.79000000000002,QR scan
cab economy,2024-06-22,09:07:15.542646,completed,Vidya Vihar Terrace,Chokkanahalli Quadrant,31,RD0182303676719313,9.04,490.14,42.75,532.89,GPay
bike,2024-07-26,22:15:06.542646,cancelled,Basavanagudi Square,Bellandur Bridge,78,RD6274683166353736,8.58,,,,nan
auto,2024-07-11,10:55:48.542646,completed,Benson Town Esplanade,Bagalur Township,88,RD1399587578114934,19.3,54.13,22.86,76.99000000000001,GPay
bike lite,2024-07-05,18:00:04.542646,completed,Chokkanahalli Township,Hulimavu Zone,77,RD3416721998375926,44.64,122.08,28.89,150.97,QR scan
cab economy,2024-07-02,15:51:46.542646,completed,Dooravani Nagar Way,Jayanagar Ridge,78,RD5681792293238597,6.32,366.17,43.43,409.6,Paytm
bike,2024-07-27,11:01:55.542646,completed,Munnekollal Summit,Billekahalli Square,100,RD1788403714834486,10.38,999.11,25.72,1024.83,QR scan
bike,2024-06-29,09:14:16.542646,completed,Malleshwaram Pier,Malleshwaram 4th Stage,118,RD2353265429562766,20.57,993.07,11.73,1004.8000000000001,QR scan
cab economy,2024-08-10,06:47:34.542646,completed,Koramangala 6th Block Farms,Kanaka Nagar Pass,80,RD1507546377773353,8.58,569.97,37.05,607.02,QR scan
bike lite,2024-08-06,12:01:18.542646,completed,Yelahanka New Town District,Horamavu Banaswadi Mews,54,RD0925109233412821,13.83,542.14,48.05,590.1899999999999,Amazon Pay
parcel,2024-07-03,06:14:03.542646,completed,Yelahanka Road,Koramangala 7th Block Way,56,RD8040154583337328,22.53,865.16,6.91,872.0699999999999,Amazon Pay
auto,2024-07-02,10:08:54.542646,completed,Subbanna Palya Garden,Lingarajapuram Square,101,RD8612479818460117,21.02,869.68,39.62,909.3,Amazon Pay
auto,2024-06-26,19:45:58.542646,completed,Bagalur Drive,Kothnur Terrace,117,RD6940364679713557,47.63,393.72,36.29,430.01000000000005,Amazon Pay
parcel,2024-07-20,05:22:22.542646,completed,Mysore Road Trail,Dooravani Nagar Grove,52,RD5717638328699512,38.63,162.93,16.77,179.70000000000002,GPay
bike,2024-08-01,14:57:19.542646,completed,Agrahara Layout 1st Stage,Bellandur Depot,59,RD9792912855038697,14.21,848.35,19.33,867.6800000000001,Amazon Pay
cab economy,2024-07-10,23:50:17.542646,completed,Banaswadi Cutting,Nagawara 6th Block,63,RD7143224691759374,21.08,502.93,42.86,545.79,QR scan
cab economy,2024-07-27,23:40:10.542646,completed,Sanjay Nagar Pointe,Hulimavu Drive,89,RD2885107790853881,36.95,376.87,37.25,414.12,QR scan
parcel,2024-08-15,08:31:39.542646,completed,Naganathapura Trail,Anekal 4th Stage,55,RD5010177899206724,12.25,407.66,35.81,443.47,QR scan
bike,2024-07-16,18:41:33.542646,completed,Basavanagudi Grove,Avalahalli Extension,46,RD5498098498461691,20.14,582.2,25.2,607.4000000000001,Amazon Pay
bike,2024-07-18,01:32:15.542646,completed,Subbanna Palya Alley,Madivala Side,21,RD2302694466735123,4.23,527.53,25.39,552.92,Paytm
bike,2024-08-08,04:45:13.542646,completed,Vidya Vihar Bridge,Benson Town Pointe,109,RD0565812616425661,42.18,441.18,37.36,478.54,GPay
bike,2024-06-24,14:42:09.542646,completed,Jalahalli Landing,Hebbal Landing,51,RD6028066473796988,1.8,154.64,17.82,172.45999999999998,GPay
parcel,2024-08-10,23:12:26.542646,completed,Doddaballapur Cove,BTM 2nd Stage Extension,20,RD1015218400474516,42.84,673.05,45.59,718.64,Paytm
auto,2024-07-03,11:15:53.542646,completed,Sahakar Nagar Way,Dodda Banaswadi 6th Stage,81,RD0081770189156439,15.22,893.36,23.9,917.26,Paytm
auto,2024-07-02,01:03:44.542646,completed,Hebbal Kempapura Pointe,Gottigere Run,29,RD1001680262991152,44.74,533.76,44.04,577.8,GPay
bike,2024-06-23,21:39:43.542646,completed,Byatarayanapura Fork,Subbanna Palya 3rd Block,58,RD3811096594279390,38.89,191.17,21.01,212.17999999999998,Paytm
cab economy,2024-07-12,21:55:20.542646,completed,Kodigehalli 3rd Block,Shivaji Nagar Lane,63,RD3826625719014454,6.13,399.41,0.65,400.06,QR scan
bike,2024-07-26,15:17:01.542646,completed,Giri Nagar Quay,Kadugodi Court,10,RD7722019839956293,19.88,739.6,15.72,755.32,QR scan
cab economy,2024-07-08,11:25:54.542646,completed,Vasanth Nagar 3rd Block,Hosur Road Quay,43,RD3602350447124899,32.27,721.81,10.61,732.42,Amazon Pay
parcel,2024-06-29,13:34:45.542646,completed,Seshadripuram Side,Peenya Extension,19,RD2693564429712682,2.15,977.59,3.74,981.33,Paytm
parcel,2024-07-03,10:26:45.542646,completed,Byatarayanapura Side,Kaggalipura Meadows,13,RD9614736182085183,31.45,831.69,38.2,869.8900000000001,Paytm
bike lite,2024-06-22,15:22:31.542646,completed,MG Road Garden,Bikasipura Landing,66,RD0931265556630945,4.31,675.41,48.79,724.1999999999999,Paytm
parcel,2024-06-26,10:14:49.542646,cancelled,Kothnur Vista,Jakkasandra Cut,97,RD4135623992129626,15.44,,,,nan
bike,2024-07-29,19:58:52.542646,completed,Dasarahalli Run,Dommasandra Village,13,RD3145139702946352,39.07,855.31,26.85,882.16,Paytm
parcel,2024-08-13,04:12:40.542646,completed,Kudlu Gate Quay,Hennur Road Viewpoint,58,RD6182574005058202,37.5,269.81,3.79,273.6,Paytm
parcel,2024-06-24,21:09:13.542646,completed,Chokkanahalli Township,Subramanyapura Crescent,88,RD2714450101446153,47.48,607.02,17.46,624.48,GPay
auto,2024-06-22,21:03:37.542646,completed,Mahadevapura Boulevard,Sonnenahalli Complex,93,RD1682198550548681,27.11,185.76,42.1,227.85999999999999,QR scan
auto,2024-07-16,05:58:54.542646,completed,Anekal 3rd Stage,Srirampura Road,77,RD5735546438060404,33.57,713.63,0.44,714.07,GPay
parcel,2024-07-23,02:19:27.542646,completed,Varthur Zone,Hosur Meadows,36,RD1889279404037549,1.13,242.47,8.67,251.14,QR scan
bike,2024-06-20,11:14:43.542646,completed,Seshadripuram Depot,Electronic City Summit,85,RD8716443390141612,39.66,938.59,6.7,945.2900000000001,GPay
auto,2024-08-14,17:40:52.542646,completed,Magadi Road Cut,Kadubeesanahalli Complex,40,RD2122286757117715,33.91,116.04,0.81,116.85000000000001,Paytm
auto,2024-07-31,07:48:37.542646,completed,Sanjay Nagar Farms,Balagere Fields,17,RD3966872363821171,47.28,366.36,34.97,401.33000000000004,GPay
bike,2024-07-24,08:30:06.542646,completed,Magadi Road Plaza,Hebbal Cutting,42,RD7196767726940542,6.22,279.99,25.63,305.62,Amazon Pay
bike lite,2024-07-25,13:44:37.542646,completed,Lingarajapuram Heights,Kudlu Loop,25,RD7258730395212224,23.44,153.74,25.77,179.51000000000002,Amazon Pay
bike,2024-07-12,16:25:06.542646,completed,Dodda Banaswadi Close,Kadubeesanahalli Esplanade,10,RD1376385216857376,39.63,695.54,19.05,714.5899999999999,QR scan
parcel,2024-07-06,03:52:00.542646,completed,Pai Layout Track,Kanaka Nagar Enclave,59,RD4953436983624449,20.72,793.08,14.67,807.75,GPay
cab economy,2024-06-21,08:57:48.542646,completed,Kothanur 1st Block,Kudlu Gate Plaza,67,RD8407991072076591,21.31,653.15,12.32,665.47,QR scan
cab economy,2024-08-04,13:14:26.542646,completed,Banerghatta Road Pier,Horamavu Banaswadi Garden,11,RD2235409114541807,31.98,342.99,16.13,359.12,Paytm
auto,2024-07-22,21:41:18.542646,completed,Dr. Shivaram Karanth Nagar Boulevard,Banerghatta Road Plaza,72,RD7978624293412367,29.42,344.31,23.74,368.05,GPay
bike lite,2024-07-24,17:39:06.542646,completed,Bommasandra Track,Nagasandra Bay,101,RD4258462657012669,35.72,472.99,20.45,493.44,Amazon Pay
bike,2024-07-01,20:54:03.542646,completed,Bommasandra Pointe,Nelamangala Crescent,115,RD6526385717703593,17.92,638.95,35.59,674.5400000000001,GPay
auto,2024-08-09,20:17:52.542646,completed,Ashok Nagar Area,Horamavu Enclave,81,RD3166048582244817,22.59,283.62,33.81,317.43,Paytm
bike,2024-06-25,16:11:35.542646,completed,Thanisandra Depot,KR Puram Trail,66,RD3318659809377690,24.08,82.72,11.35,94.07,Amazon Pay
cab economy,2024-07-28,07:29:37.542646,cancelled,Sadashiva Nagar Enclave,Koramangala Loop,47,RD2812945414381234,13.87,,,,nan
bike,2024-07-30,13:31:13.542646,cancelled,Chandra Layout Arc,Thanisandra Fields,61,RD6428383689839498,8.05,,,,nan
bike,2024-08-16,08:54:59.542646,completed,Mysore Road Cross,Bommasandra Township,58,RD7868441257465751,38.84,666.74,46.25,712.99,GPay
parcel,2024-07-06,21:00:35.542646,completed,Chandra Layout Farms,Koramangala 8th Block Crescent,31,RD2265196948697858,38.25,361.64,0.77,362.40999999999997,Amazon Pay
parcel,2024-08-05,18:17:12.542646,completed,Vijayanagar Heights,Harohalli Landing,47,RD3656467366375313,15.16,353.0,32.64,385.64,GPay
parcel,2024-08-02,08:30:16.542646,completed,Ramnagar Landing,HRBR Layout Vista,118,RD5335542180578166,16.61,770.0,10.26,780.26,GPay
parcel,2024-07-25,19:34:09.542646,completed,Hoodi Cross,Bommasandra Depot,79,RD2397151131727133,16.59,906.32,45.41,951.73,QR scan
auto,2024-06-21,03:39:10.542646,completed,Koramangala 8th Block Trail,Agrahara Layout Valley,22,RD1498148290158459,18.6,928.19,49.74,977.9300000000001,QR scan
bike lite,2024-07-24,03:03:33.542646,completed,Agrahara Layout Estate,Hebbal Kempapura Extension,65,RD8514953413880090,45.27,185.52,32.15,217.67000000000002,Paytm
bike,2024-08-04,23:34:55.542646,completed,Dasarahalli Mews,Frazer Town 2nd Block,59,RD3863299494820814,35.04,904.7,20.0,924.7,Paytm
cab economy,2024-07-27,13:43:06.542646,cancelled,Chikkagubbi Circle,Bikasipura Sector,107,RD5630816147276609,37.5,,,,nan
bike,2024-08-16,07:02:09.542646,completed,Bellandur Outer Ring Road Park,Domlur Garden,16,RD8285735612035953,7.52,234.3,41.5,275.8,Amazon Pay
bike,2024-06-29,12:22:48.542646,completed,Dodda Banaswadi 2nd Stage,Kasavanahalli Quadrant,37,RD9838904905491935,41.78,860.06,17.26,877.3199999999999,QR scan
bike,2024-08-08,17:27:06.542646,completed,Mahalakshmi Layout Depot,Kengeri Square,65,RD2151138556754092,47.63,700.06,11.17,711.2299999999999,Paytm
auto,2024-07-21,12:21:06.542646,completed,Kudlu Gate Plaza,Mahadevapura Yard,25,RD0685964213829437,37.65,188.13,13.77,201.9,Amazon Pay
bike,2024-07-31,21:46:33.542646,completed,Chikkalasandra Square,Nagawara Cut,52,RD9657336586227981,40.8,848.63,20.96,869.59,QR scan
auto,2024-07-12,08:01:35.542646,completed,Yeshwanthpur 1st Stage,Horamavu Loop,10,RD7988400458544547,41.49,643.8,12.88,656.68,GPay
bike,2024-06-22,16:18:50.542646,cancelled,Kaval Byrasandra Vista,VV Puram Loop,64,RD8602630295268844,49.86,,,,nan
bike,2024-08-16,15:56:58.542646,completed,Sonnenahalli Pointe,Hosur Sarjapur Road Layout Township,66,RD7837605058505053,28.65,452.11,12.42,464.53000000000003,Amazon Pay
bike,2024-08-08,18:16:29.542646,completed,Naganathapura Hills,Rajarajeshwari Nagar Farms,51,RD6898663870004111,31.83,940.44,47.23,987.6700000000001,Paytm
auto,2024-07-04,17:17:29.542646,completed,Madivala Fields,Kumaraswamy Layout Enclave,13,RD8534221895995103,36.3,192.48,32.0,224.48,QR scan
bike,2024-06-25,12:50:27.542646,completed,Madivala Harbor,Electronic City Nagar,69,RD8301796132157542,49.99,559.65,29.2,588.85,GPay
cab economy,2024-06-22,16:23:13.542646,completed,Ashok Nagar Ridge,Balagere Run,99,RD9223697307455680,18.92,764.92,16.32,781.24,Amazon Pay
cab economy,2024-08-09,22:37:48.542646,completed,Banaswadi Heights,Kanaka Nagar District,75,RD5214349707113399,16.58,830.06,25.37,855.43,Amazon Pay
parcel,2024-08-14,01:27:32.542646,completed,Yelahanka 4th Block,Vijayanagar Quadrant,96,RD3503469654659915,18.64,289.79,7.98,297.77000000000004,Amazon Pay
auto,2024-07-24,23:21:48.542646,completed,Chikkalasandra Woods,Ashok Nagar Heights,106,RD9353053861073692,16.19,444.06,49.2,493.26,Amazon Pay
bike,2024-07-05,16:21:51.542646,completed,Hulimavu Quarters,Bellandur Side,10,RD6064859783448698,29.51,500.91,4.6,505.51000000000005,Paytm
bike,2024-07-04,08:42:14.542646,completed,Kothanur Close,Avalahalli Bay,47,RD4117170216979867,39.63,875.96,30.69,906.6500000000001,GPay
bike,2024-07-07,17:09:41.542646,completed,Gottigere Harbor,Vidyaranyapura Harbor,74,RD0105457632204628,42.67,251.62,20.82,272.44,Paytm
bike lite,2024-07-26,07:56:52.542646,completed,Koramangala 6th Block Quay,Chikkalasandra Extension,27,RD5742706859741506,3.54,481.95,42.15,524.1,Amazon Pay
bike,2024-06-20,20:46:05.542646,cancelled,Marathahalli Woods,Kanaka Nagar Fork,14,RD4825859572301922,10.9,,,,nan
