booking_id,customer_id,driver_id,booking_time,pickup_location,drop_location,city,vehicle_type,payment_method,distance_km,trip_duration_min,base_fare,surge_multiplier,traffic_level,weather_condition,ride_status,cancelled_by,driver_delay_min
B00157,C0168,D0132,2026-01-07 04:53:00,Ameerpet,Secunderabad,Hyderabad,Auto,Card,4.51,12.6,100.59,1.02,Medium,Clear,Cancelled,Customer,5.1
B00158,C0025,D0132,2026-03-16 13:13:00,Baner,Viman Nagar,Pune,Auto,UPI,16.57,55.8,209.13,1.37,High,Cloudy,Completed,Unknown,7.8
B00159,C0202,D0092,2026-02-21 13:54:00,Andheri,Powai,Mumbai,Auto,Card,5.76,11.5,111.84,1.03,Low,Clear,Completed,Unknown,2.0
B00160,C0145,D0063,2026-02-26 00:37:00,Whitefield,MG Road,Bengaluru,Cab,UPI,12.84,32.7,269.76,1.06,Medium,Cloudy,Cancelled,Customer,0.2
B00161,C0227,D0121,2026-01-07 13:39:00,Indiranagar,Marathahalli,Bengaluru,Auto,UPI,2.9,9.0,86.1,1.0,Medium,Clear,Completed,Unknown,5.3
B00162,C0103,D0120,2026-01-01 23:05:00,Kothrud,Hinjewadi,Pune,Bike,UPI,4.01,11.2,64.06,1.0,Medium,Clear,Completed,Unknown,6.9
B00163,C0329,D0071,2026-01-26 09:53:00,Jayanagar,Whitefield,Bengaluru,Bike,Cash,5.05,15.9,70.3,1.8,High,Cloudy,Completed,Unknown,1.4
B00164,C0147,D0093,2026-03-29 01:30:00,MG Road,HSR Layout,Bengaluru,Auto,Cash,4.96,14.0,104.64,1.06,Medium,Clear,Cancelled,Customer,4.7
B00165,C0075,D0084,2026-01-22 20:20:00,Kukatpally,Secunderabad,Hyderabad,Bike,Cash,8.21,21.8,89.26,1.12,Medium,Cloudy,Cancelled,Customer,0.0
B00166,C0043,D0074,2026-03-21 06:46:00,HSR Layout,Jayanagar,Bengaluru,Auto,UPI,2.66,6.3,83.94,1.05,Medium,Clear,Cancelled,Customer,1.4
B00167,C0289,D0073,2026-03-30 22:19:00,Lajpat Nagar,Hauz Khas,Delhi,Bike,Wallet,2.84,8.5,57.04,1.09,Medium,Clear,Completed,Unknown,0.0
B00168,C0126,D0090,2026-01-15 06:03:00,Bandra,Powai,Mumbai,Auto,Wallet,9.11,37.1,141.99,1.41,High,Cloudy,Cancelled,Customer,1.6
B00169,C0084,D0134,2026-02-21 17:27:00,Marathahalli,MG Road,Bengaluru,Bike,UPI,13.42,30.9,120.52,1.42,Medium,Clear,Cancelled,Customer,0.0
B00170,C0191,D0004,2026-01-04 11:38:00,Bandra,Borivali,Mumbai,Auto,UPI,4.31,10.5,98.79,1.03,Medium,Clear,Cancelled,Customer,14.7
B00171,C0121,D0008,2026-01-09 19:43:00,Viman Nagar,Baner,Pune,Cab,UPI,6.68,18.3,183.52,1.49,Medium,Cloudy,Completed,Unknown,7.5
B00172,C0323,D0114,2026-01-02 20:36:00,Kharadi,Wakad,Pune,Cab,UPI,1.51,3.6,111.14,1.07,Medium,Cloudy,Completed,Unknown,1.7
B00173,C0291,D0121,2026-02-21 15:25:00,Chembur,Bandra,Mumbai,Cab,UPI,24.04,43.9,426.56,1.09,Low,Cloudy,Completed,Unknown,0.4
B00174,C0245,D0107,2026-01-24 12:54:00,Ameerpet,Madhapur,Hyderabad,Bike,UPI,14.79,30.5,128.74,1.1,Low,Cloudy,Completed,Unknown,5.6
B00175,C0354,D0090,2026-03-26 11:30:00,Kothrud,Wakad,Pune,Auto,Cash,7.22,20.4,124.98,1.11,Medium,Cloudy,Completed,Unknown,5.5
B00176,C0150,D0014,2026-02-12 06:17:00,Chembur,Dadar,Mumbai,Auto,Cash,4.39,13.0,99.51,1.39,High,Clear,Completed,Unknown,4.0
B00177,C0387,D0142,2026-03-05 05:50:00,Ameerpet,Kukatpally,Hyderabad,Auto,UPI,1.21,3.5,70.89,1.11,Medium,Clear,Completed,Unknown,4.2
B00178,C0312,D0126,2026-02-23 19:03:00,Baner,Kharadi,Pune,Bike,Card,2.4,5.6,54.4,1.48,Low,Clear,Completed,Unknown,8.4
B00179,C0200,D0010,2026-01-09 21:30:00,Chembur,Powai,Mumbai,Auto,Card,7.1,11.7,123.9,1.2,Low,Rain,Completed,Unknown,2.4
B00180,C0184,D0014,2026-03-29 12:22:00,Chembur,Bandra,Mumbai,Bike,UPI,1.09,3.4,46.54,1.05,Medium,Smog,Completed,Unknown,7.1
B00181,C0353,D0137,2026-03-14 00:36:00,Kukatpally,Ameerpet,Hyderabad,Bike,UPI,3.52,5.9,61.12,1.11,Low,Cloudy,Completed,Unknown,2.3
B00182,C0141,D0063,2026-03-28 23:57:00,Indiranagar,HSR Layout,Bengaluru,Auto,UPI,7.36,22.8,126.24,1.03,Medium,Clear,Cancelled,Customer,0.0
B00183,C0163,D0107,2026-02-09 04:52:00,Kothrud,Viman Nagar,Pune,Bike,UPI,2.97,6.5,57.82,1.34,Low,Rain,Completed,Unknown,4.9
B00184,C0081,D0095,2026-03-13 09:27:00,Janakpuri,Hauz Khas,Delhi,Bike,UPI,24.69,95.3,188.14,2.02,High,Rain,Completed,Unknown,9.2
B00185,C0005,D0051,2026-03-06 13:32:00,Viman Nagar,Kothrud,Pune,Cab,UPI,6.53,12.2,181.42,1.04,Low,Clear,Incomplete,Unknown,2.2
B00186,C0202,D0124,2026-01-05 22:38:00,Kothrud,Baner,Pune,Auto,Card,3.12,6.5,88.08,1.1,Low,Smog,Completed,Unknown,1.0
B00187,C0336,D0045,2026-03-10 09:38:00,Kothrud,Wakad,Pune,Cab,UPI,11.38,27.4,249.32,1.47,Medium,Smog,Completed,Unknown,0.5
B00188,C0299,D0014,2026-01-28 11:40:00,Dwarka,Lajpat Nagar,Delhi,Bike,UPI,2.3,5.8,53.8,1.11,Medium,Clear,Completed,Unknown,8.6
B00189,C0066,D0089,2026-01-28 14:12:00,Jayanagar,Whitefield,Bengaluru,Cab,Card,14.93,45.9,299.02,1.23,Medium,Rain,Incomplete,Unknown,4.5
B00190,C0247,D0053,2026-02-07 08:43:00,Malad,Andheri,Mumbai,Bike,Wallet,4.39,8.9,66.34,1.51,Low,Clear,Cancelled,Customer,0.6
B00191,C0255,D0078,2026-03-17 10:23:00,Powai,Dadar,Mumbai,Auto,Cash,3.8,7.1,94.2,1.02,Low,Clear,Completed,Unknown,2.3
B00192,C0391,D0092,2026-03-28 14:07:00,Secunderabad,Madhapur,Hyderabad,Cab,UPI,6.02,14.7,174.28,1.0,Medium,Clear,Completed,Unknown,0.0
B00193,C0104,D0029,2026-02-21 12:58:00,Hinjewadi,Viman Nagar,Pune,Auto,UPI,16.9,47.3,212.1,1.11,Medium,Clear,Cancelled,Customer,2.9
B00194,C0144,D0092,2026-01-10 17:01:00,Banjara Hills,Kukatpally,Hyderabad,Bike,Cash,1.24,3.7,47.44,1.73,High,Clear,Completed,Unknown,7.0
B00195,C0228,D0079,2026-01-10 06:27:00,Jayanagar,Marathahalli,Bengaluru,Cab,Cash,9.23,27.6,219.22,1.62,High,Rain,Completed,Unknown,7.6
B00196,C0215,D0007,2026-02-10 09:54:00,Gachibowli,Kukatpally,Hyderabad,Cab,Card,2.07,7.2,118.98,1.9,High,Rain,Cancelled,Customer,1.4
B00197,C0036,D0023,2026-03-22 05:50:00,Dadar,Colaba,Mumbai,Cab,Card,2.67,7.6,127.38,1.11,Medium,Cloudy,Cancelled,Driver,6.8
B00198,C0265,D0012,2026-02-21 20:11:00,Gachibowli,Secunderabad,Hyderabad,Auto,Cash,2.73,7.5,84.57,1.15,Medium,Clear,Completed,Unknown,4.0
B00199,C0105,D0060,2026-03-25 11:20:00,Kukatpally,Gachibowli,Hyderabad,Auto,UPI,1.32,3.3,71.88,1.06,Medium,Clear,Completed,Unknown,0.0
B00200,C0131,D0143,2026-03-29 00:27:00,Colaba,Chembur,Mumbai,Bike,UPI,2.75,6.4,56.5,1.11,Low,Clear,Completed,Unknown,0.0
B00201,C0209,D0041,2026-02-08 08:17:00,Bandra,Andheri,Mumbai,Auto,Cash,6.66,19.3,119.94,1.84,High,Clear,Completed,Unknown,3.6
B00202,C0147,D0107,2026-02-12 13:15:00,Gachibowli,Banjara Hills,Hyderabad,Bike,Cash,1.15,2.4,46.9,1.07,Low,Smog,Cancelled,Customer,8.5
B00203,C0332,D0079,2026-02-02 19:25:00,Kukatpally,Secunderabad,Hyderabad,Bike,UPI,7.59,30.2,85.54,1.94,High,Rain,Completed,Unknown,0.6
B00204,C0211,D0018,2026-02-08 09:21:00,Noida Sector 18,Lajpat Nagar,Delhi,Auto,UPI,5.63,16.2,110.67,1.82,High,Clear,Cancelled,Customer,3.4
B00205,C0006,D0142,2026-03-28 21:27:00,Jayanagar,Marathahalli,Bengaluru,Bike,UPI,2.64,5.3,55.84,1.08,Low,Clear,Completed,Unknown,0.4
B00206,C0039,D0015,2026-03-08 17:05:00,MG Road,Jayanagar,Bengaluru,Auto,UPI,12.94,50.6,176.46,1.77,High,Clear,Cancelled,Customer,3.0
B00207,C0037,D0053,2026-01-28 14:59:00,Kukatpally,Secunderabad,Hyderabad,Cab,Card,11.21,23.4,246.94,1.07,Medium,Clear,Incomplete,Unknown,1.9
B00208,C0092,D0046,2026-03-06 17:09:00,Baner,Kharadi,Pune,Bike,Cash,2.79,9.4,56.74,1.77,High,Clear,Completed,Unknown,7.2
B00209,C0082,D0026,2026-03-18 02:21:00,Chembur,Borivali,Mumbai,Auto,UPI,5.11,12.1,105.99,1.2,Low,Rain,Completed,Unknown,7.4
B00210,C0192,D0136,2026-02-01 19:27:00,Ameerpet,Secunderabad,Hyderabad,Auto,UPI,2.63,6.6,83.67,1.54,Medium,Clear,Completed,Unknown,2.7
B00211,C0287,D0050,2026-03-17 00:28:00,Hauz Khas,Pitampura,Delhi,Bike,Cash,16.16,46.3,136.96,1.43,High,Cloudy,Completed,Unknown,1.3
B00212,C0230,D0081,2026-01-17 08:26:00,Janakpuri,Pitampura,Delhi,Auto,Card,12.68,45.2,174.12,1.99,High,Rain,Cancelled,Customer,6.9
B00213,C0301,D0057,2026-02-25 00:53:00,Malad,Borivali,Mumbai,Auto,UPI,5.03,9.0,105.27,1.12,Low,Clear,Cancelled,Customer,3.9
B00214,C0246,D0144,2026-01-31 17:57:00,Connaught Place,Rohini,Delhi,Auto,Cash,38.99,91.9,410.91,1.46,Low,Clear,Completed,Unknown,4.4
B00215,C0121,D0129,2026-03-02 00:18:00,Whitefield,Koramangala,Bengaluru,Auto,UPI,6.18,14.4,115.62,1.04,Low,Cloudy,Completed,Unknown,0.0
B00216,C0377,D0011,2026-02-09 02:17:00,Wakad,Hinjewadi,Pune,Cab,Wallet,1.58,4.9,112.12,1.3,Medium,Rain,Cancelled,Customer,0.0
B00217,C0400,D0093,2026-03-15 08:08:00,Secunderabad,Gachibowli,Hyderabad,Cab,Card,1.47,4.8,110.58,1.72,High,Cloudy,Completed,Unknown,16.8
B00218,C0195,D0087,2026-02-25 22:53:00,MG Road,Koramangala,Bengaluru,Bike,Card,10.88,26.1,105.28,1.15,Low,Cloudy,Completed,Unknown,3.5
B00219,C0264,D0111,2026-03-12 21:25:00,Hauz Khas,Connaught Place,Delhi,Cab,Card,8.42,18.9,207.88,1.04,Low,Clear,Completed,Unknown,4.8
B00220,C0273,D0132,2026-01-13 23:25:00,Banjara Hills,Gachibowli,Hyderabad,Bike,Cash,5.36,20.7,72.16,1.38,High,Clear,Completed,Unknown,7.3
B00221,C0147,D0048,2026-02-13 08:05:00,Secunderabad,Kukatpally,Hyderabad,Cab,UPI,5.0,15.3,160.0,1.71,High,Cloudy,Completed,Unknown,6.0
B00222,C0372,D0022,2026-03-10 04:47:00,Saket,Dwarka,Delhi,Cab,UPI,2.78,8.6,128.92,1.1,Medium,Clear,Completed,Unknown,3.3
B00223,C0364,D0144,2026-02-17 23:15:00,Borivali,Chembur,Mumbai,Cab,Cash,9.16,16.6,218.24,1.14,Low,Clear,Completed,Unknown,2.8
B00224,C0157,D0033,2026-01-03 16:50:00,Dwarka,Lajpat Nagar,Delhi,Auto,UPI,9.29,15.1,143.61,1.06,Low,Clear,Completed,Unknown,0.0
B00225,C0176,D0056,2026-01-22 13:57:00,Madhapur,Secunderabad,Hyderabad,Auto,Card,12.34,32.2,171.06,1.03,Medium,Clear,Completed,Unknown,7.5
B00226,C0341,D0008,2026-01-22 05:16:00,Dwarka,Rohini,Delhi,Bike,UPI,7.32,18.6,83.92,1.03,Medium,Cloudy,Completed,Unknown,15.5
B00227,C0285,D0066,2026-03-25 14:21:00,Viman Nagar,Hinjewadi,Pune,Auto,Cash,11.59,26.2,164.31,1.06,Low,Clear,Cancelled,Customer,5.5
B00228,C0101,D0134,2026-03-23 05:47:00,Janakpuri,Lajpat Nagar,Delhi,Auto,Wallet,3.45,10.1,91.05,1.13,Medium,Clear,Completed,Unknown,0.0
B00229,C0281,D0056,2026-01-27 08:27:00,Borivali,Andheri,Mumbai,Auto,UPI,16.7,45.8,210.3,1.4,Medium,Clear,Completed,Unknown,9.0
B00230,C0298,D0042,2026-01-08 16:57:00,Bandra,Andheri,Mumbai,Auto,UPI,3.3,5.8,89.7,1.31,Low,Rain,Completed,Unknown,0.0
B00231,C0284,D0034,2026-03-24 20:40:00,Kharadi,Viman Nagar,Pune,Bike,UPI,13.49,33.8,120.94,1.1,Medium,Clear,Completed,Unknown,3.7
B00232,C0011,D0019,2026-03-14 21:21:00,Colaba,Bandra,Mumbai,Auto,UPI,2.53,6.2,82.77,1.14,Medium,Cloudy,Completed,Unknown,3.1
B00233,C0394,D0031,2026-01-01 13:20:00,Baner,Viman Nagar,Pune,Cab,Card,8.24,19.9,205.36,1.04,Medium,Cloudy,Completed,Unknown,5.1
B00234,C0285,D0050,2026-03-29 10:41:00,Madhapur,Banjara Hills,Hyderabad,Bike,UPI,6.11,14.4,76.66,1.11,Medium,Clear,Completed,Unknown,0.5
B00235,C0184,D0038,2026-01-01 06:07:00,Chembur,Borivali,Mumbai,Bike,UPI,6.13,18.1,76.78,1.09,Medium,Clear,Completed,Unknown,6.7
B00236,C0072,D0089,2026-03-08 18:36:00,Colaba,Chembur,Mumbai,Bike,UPI,3.31,8.5,59.86,1.4,Medium,Cloudy,Completed,Unknown,2.4
B00237,C0123,D0107,2026-02-11 13:57:00,Wakad,Kothrud,Pune,Auto,Card,3.49,10.8,91.41,1.5,High,Rain,Cancelled,Customer,6.6
B00238,C0382,D0045,2026-02-18 11:54:00,Rohini,Dwarka,Delhi,Bike,Wallet,2.32,4.8,53.92,1.01,Low,Cloudy,Completed,Unknown,4.2
B00239,C0345,D0133,2026-02-01 04:22:00,Electronic City,Marathahalli,Bengaluru,Cab,UPI,5.44,9.3,166.16,1.06,Low,Smog,Completed,Unknown,1.4
B00240,C0169,D0001,2026-02-08 13:39:00,Ameerpet,Secunderabad,Hyderabad,Auto,Cash,13.05,29.8,177.45,1.23,Medium,Rain,Completed,Unknown,1.7
B00241,C0265,D0076,2026-01-24 14:03:00,Secunderabad,Gachibowli,Hyderabad,Bike,Wallet,4.78,8.3,68.68,1.05,Low,Cloudy,Completed,Unknown,0.0
B00242,C0137,D0037,2026-01-26 10:54:00,Koramangala,HSR Layout,Bengaluru,Auto,Card,21.2,81.8,250.8,1.4,High,Clear,Cancelled,Driver,4.5
B00243,C0006,D0120,2026-01-13 19:40:00,Viman Nagar,Baner,Pune,Cab,Wallet,1.31,2.3,108.34,1.48,Low,Cloudy,Completed,Unknown,1.1
B00244,C0376,D0099,2026-02-09 16:23:00,Malad,Dadar,Mumbai,Cab,UPI,4.83,14.5,157.62,1.44,High,Cloudy,Completed,Unknown,14.3
B00245,C0010,D0120,2026-01-11 08:20:00,Electronic City,MG Road,Bengaluru,Auto,Card,7.35,29.0,126.15,1.74,High,Cloudy,Completed,Unknown,4.8
B00246,C0123,D0094,2026-03-28 13:43:00,Janakpuri,Karol Bagh,Delhi,Auto,UPI,1.84,4.1,76.56,1.11,Low,Clear,Cancelled,Customer,11.4
B00247,C0002,D0130,2026-03-06 09:53:00,Colaba,Bandra,Mumbai,Cab,Card,17.19,60.0,330.66,1.75,High,Clear,Completed,Unknown,0.3
B00248,C0269,D0058,2026-02-06 14:50:00,Madhapur,Banjara Hills,Hyderabad,Auto,Card,7.08,16.9,123.72,1.08,Low,Cloudy,Completed,Unknown,6.6
B00249,C0372,D0023,2026-01-04 13:23:00,Secunderabad,Gachibowli,Hyderabad,Cab,Wallet,4.4,11.6,151.6,1.11,Medium,Clear,Cancelled,Customer,5.8
B00250,C0081,D0093,2026-02-18 23:13:00,HSR Layout,Koramangala,Bengaluru,Auto,Card,4.66,11.1,101.94,1.15,Low,Clear,Cancelled,Customer,4.8
B00251,C0033,D0079,2026-02-21 11:14:00,Kothrud,Kharadi,Pune,Bike,UPI,1.15,1.9,46.9,1.13,Low,Smog,Completed,Unknown,3.9
B00252,C0111,D0038,2026-03-09 00:43:00,Karol Bagh,Rohini,Delhi,Auto,UPI,1.11,2.3,69.99,1.29,Low,Rain,Completed,Unknown,10.7
B00253,C0135,D0063,2026-03-13 08:14:00,Secunderabad,Madhapur,Hyderabad,Cab,Cash,7.83,23.4,199.62,1.84,High,Cloudy,Completed,Unknown,6.0
B00254,C0105,D0038,2026-03-14 04:49:00,Marathahalli,MG Road,Bengaluru,Bike,Cash,3.79,10.9,62.74,1.05,Medium,Clear,Cancelled,Customer,0.0
B00255,C0345,D0031,2026-01-13 19:53:00,Wakad,Kothrud,Pune,Auto,UPI,7.22,25.8,124.98,2.05,High,Rain,Cancelled,Customer,6.1
B00256,C0032,D0132,2026-02-04 09:40:00,Saket,Noida Sector 18,Delhi,Auto,UPI,2.54,9.0,82.86,1.78,High,Cloudy,Completed,Unknown,3.5
B00257,C0258,D0128,2026-03-22 12:13:00,Kothrud,Wakad,Pune,Auto,Cash,5.27,11.1,107.43,1.12,Low,Clear,Cancelled,Driver,2.8
B00258,C0142,D0060,2026-01-20 10:26:00,Rohini,Noida Sector 18,Delhi,Bike,UPI,1.38,4.9,48.28,1.35,High,Clear,Completed,Unknown,5.8
B00259,C0307,D0050,2026-03-16 14:13:00,Lajpat Nagar,Pitampura,Delhi,Bike,UPI,10.96,32.1,105.76,1.05,Medium,Clear,Completed,Unknown,1.3
B00260,C0044,D0136,2026-01-15 00:56:00,Marathahalli,Jayanagar,Bengaluru,Auto,UPI,2.4,5.0,81.6,1.33,Low,Rain,Completed,Unknown,4.5
B00261,C0150,D0020,2026-01-16 23:17:00,Hinjewadi,Wakad,Pune,Cab,Card,1.57,3.0,111.98,1.01,Low,Clear,Completed,Unknown,3.8
B00262,C0258,D0142,2026-03-11 14:14:00,Jayanagar,Indiranagar,Bengaluru,Cab,Card,17.45,39.5,334.3,1.14,Low,Clear,Completed,Unknown,7.3
B00263,C0121,D0071,2026-02-04 03:19:00,Wakad,Kothrud,Pune,Cab,Cash,1.95,4.3,117.3,1.14,Low,Clear,Completed,Unknown,0.0
B00264,C0005,D0103,2026-01-16 03:24:00,Viman Nagar,Hinjewadi,Pune,Cab,UPI,1.78,4.2,114.92,1.07,Low,Cloudy,Completed,Unknown,4.8
B00265,C0142,D0143,2026-03-31 16:08:00,Wakad,Hinjewadi,Pune,Bike,UPI,9.98,27.9,99.88,1.1,Medium,Clear,Completed,Unknown,2.2
B00266,C0026,D0139,2026-01-19 12:32:00,Indiranagar,Whitefield,Bengaluru,Cab,Card,4.65,7.6,155.1,1.08,Low,Clear,Completed,Unknown,0.0
B00267,C0044,D0060,2026-03-11 11:17:00,Janakpuri,Rohini,Delhi,Auto,Cash,3.5,9.8,91.5,1.12,Medium,Clear,Completed,Unknown,3.3
B00268,C0351,D0124,2026-02-01 13:49:00,Hauz Khas,Rohini,Delhi,Auto,Card,24.11,39.6,276.99,1.14,Low,Clear,Cancelled,Customer,0.0
B00269,C0296,D0050,2026-01-03 03:48:00,Hinjewadi,Viman Nagar,Pune,Cab,UPI,10.29,24.5,234.06,1.02,Low,Cloudy,Cancelled,Customer,0.0
B00270,C0044,D0045,2026-02-27 13:34:00,Dwarka,Pitampura,Delhi,Cab,Cash,20.44,40.8,376.16,1.08,Low,Clear,Cancelled,Customer,0.0
B00271,C0391,D0122,2026-01-08 16:06:00,Powai,Borivali,Mumbai,Auto,Cash,1.8,3.7,76.2,1.11,Low,Clear,Completed,Unknown,1.1
B00272,C0240,D0042,2026-03-25 23:49:00,Powai,Colaba,Mumbai,Bike,UPI,7.37,26.9,84.22,1.38,High,Cloudy,Cancelled,Driver,4.6
B00273,C0226,D0002,2026-01-02 20:31:00,Saket,Connaught Place,Delhi,Cab,Card,3.57,8.3,139.98,1.14,Medium,Cloudy,Cancelled,Driver,8.0
B00274,C0341,D0003,2026-02-07 09:47:00,Secunderabad,Kukatpally,Hyderabad,Cab,Card,3.94,12.4,145.16,1.76,High,Clear,Completed,Unknown,2.9
B00275,C0366,D0097,2026-03-29 03:16:00,Baner,Kharadi,Pune,Bike,Cash,1.63,5.9,49.78,1.58,High,Rain,Completed,Unknown,2.6
B00276,C0089,D0122,2026-02-15 16:31:00,Viman Nagar,Hinjewadi,Pune,Auto,Card,14.93,31.5,194.37,1.04,Medium,Clear,Completed,Unknown,0.0
B00277,C0080,D0137,2026-02-21 19:47:00,Lajpat Nagar,Connaught Place,Delhi,Cab,Cash,7.57,28.8,195.98,1.81,High,Clear,Completed,Unknown,5.9
B00278,C0104,D0087,2026-03-24 01:33:00,Bandra,Andheri,Mumbai,Bike,Card,1.09,2.9,46.54,1.1,Medium,Clear,Incomplete,Unknown,8.9
B00279,C0234,D0053,2026-03-12 12:17:00,Whitefield,Marathahalli,Bengaluru,Auto,Card,11.88,41.2,166.92,1.32,High,Clear,Completed,Unknown,7.6
B00280,C0089,D0015,2026-03-04 22:44:00,Kharadi,Hinjewadi,Pune,Bike,UPI,18.57,43.6,151.42,1.11,Low,Clear,Completed,Unknown,8.8
B00281,C0232,D0096,2026-01-26 07:58:00,Janakpuri,Karol Bagh,Delhi,Bike,UPI,2.98,11.1,57.88,1.8,High,Cloudy,Completed,Unknown,3.2
B00282,C0140,D0133,2026-03-08 11:17:00,Kothrud,Kharadi,Pune,Cab,Card,16.9,30.4,326.6,1.26,Low,Rain,Incomplete,Unknown,0.6
B00283,C0224,D0053,2026-03-27 19:30:00,Electronic City,Jayanagar,Bengaluru,Cab,Card,7.41,15.5,193.74,1.42,Low,Clear,Completed,Unknown,5.1
B00284,C0033,D0120,2026-01-13 05:26:00,Dadar,Borivali,Mumbai,Auto,UPI,4.35,13.0,99.15,1.07,Medium,Clear,Completed,Unknown,3.7
B00285,C0065,D0022,2026-03-10 01:12:00,Hauz Khas,Lajpat Nagar,Delhi,Cab,UPI,9.21,20.2,218.94,1.04,Low,Clear,Completed,Unknown,5.3
B00286,C0262,D0051,2026-02-27 18:34:00,Electronic City,Koramangala,Bengaluru,Auto,Card,3.64,12.9,92.76,1.93,High,Rain,Cancelled,Customer,5.6
B00287,C0106,D0147,2026-02-04 00:55:00,HSR Layout,Whitefield,Bengaluru,Bike,UPI,2.02,4.1,52.12,1.0,Low,Clear,Cancelled,Customer,7.4
B00288,C0081,D0027,2026-01-23 09:27:00,Secunderabad,Kukatpally,Hyderabad,Auto,UPI,3.04,8.8,87.36,1.75,High,Smog,Completed,Unknown,2.3
B00289,C0131,D0147,2026-01-31 22:51:00,Indiranagar,Marathahalli,Bengaluru,Auto,Card,2.73,8.2,84.57,1.01,Medium,Cloudy,Completed,Unknown,4.5
B00290,C0050,D0121,2026-03-02 19:46:00,Pitampura,Connaught Place,Delhi,Auto,Cash,2.66,10.4,83.94,1.74,High,Cloudy,Completed,Unknown,4.7
B00291,C0211,D0031,2026-03-02 00:06:00,Bandra,Dadar,Mumbai,Auto,UPI,1.98,3.3,77.82,1.04,Low,Clear,Completed,Unknown,8.9
B00292,C0011,D0029,2026-01-04 14:02:00,Banjara Hills,Gachibowli,Hyderabad,Auto,Card,7.32,15.9,125.88,1.0,Low,Cloudy,Cancelled,Customer,2.4
B00293,C0202,D0056,2026-01-27 18:40:00,HSR Layout,MG Road,Bengaluru,Cab,UPI,13.64,33.5,280.96,1.43,Medium,Clear,Completed,Unknown,5.6
B00294,C0154,D0105,2026-01-31 00:47:00,Chembur,Borivali,Mumbai,Auto,Cash,1.06,3.0,69.54,1.09,Medium,Clear,Completed,Unknown,1.1
B00295,C0227,D0015,2026-03-14 18:12:00,Powai,Chembur,Mumbai,Bike,UPI,2.71,6.7,56.26,1.43,Medium,Clear,Completed,Unknown,7.7
B00296,C0262,D0026,2026-03-13 22:59:00,Viman Nagar,Baner,Pune,Auto,Card,1.45,3.1,73.05,1.11,Low,Smog,Completed,Unknown,4.2
B00297,C0324,D0132,2026-02-06 03:34:00,Saket,Noida Sector 18,Delhi,Bike,Card,15.33,32.6,131.98,1.05,Low,Cloudy,Completed,Unknown,5.7
B00298,C0082,D0121,2026-02-23 11:28:00,Baner,Viman Nagar,Pune,Auto,Card,2.41,4.4,81.69,1.02,Low,Clear,Completed,Unknown,2.0
B00299,C0303,D0133,2026-03-31 19:23:00,MG Road,Marathahalli,Bengaluru,Auto,Card,30.19,117.6,331.71,1.82,High,Clear,Cancelled,Customer,4.7
B00300,C0149,D0012,2026-03-06 12:57:00,Wakad,Viman Nagar,Pune,Bike,UPI,7.15,12.0,82.9,1.09,Low,Cloudy,Completed,Unknown,8.0
B00301,C0390,D0058,2026-02-05 03:21:00,Andheri,Borivali,Mumbai,Auto,Cash,5.79,15.6,112.11,1.32,Medium,Rain,Cancelled,Customer,9.0
B00302,C0028,D0071,2026-03-21 00:57:00,Karol Bagh,Janakpuri,Delhi,Bike,Cash,7.27,16.6,83.62,1.09,Low,Clear,Cancelled,Customer,1.1
B00303,C0279,D0139,2026-01-26 00:02:00,Banjara Hills,Gachibowli,Hyderabad,Bike,UPI,5.0,14.8,70.0,1.37,High,Cloudy,Completed,Unknown,3.3
B00304,C0048,D0034,2026-02-23 19:46:00,Gachibowli,Kukatpally,Hyderabad,Bike,UPI,17.42,53.2,144.52,1.76,High,Cloudy,Completed,Unknown,6.4
B00305,C0191,D0093,2026-03-04 08:20:00,Colaba,Bandra,Mumbai,Bike,UPI,2.76,8.4,56.56,1.76,High,Clear,Cancelled,Customer,6.3
B00306,C0385,D0056,2026-03-09 11:24:00,Hinjewadi,Wakad,Pune,Cab,UPI,1.02,2.0,104.28,1.11,Low,Clear,Completed,Unknown,13.1
B00307,C0029,D0119,2026-02-26 19:28:00,Karol Bagh,Janakpuri,Delhi,Bike,UPI,1.13,2.5,46.78,1.62,Medium,Rain,Completed,Unknown,4.4
B00308,C0260,D0096,2026-02-10 10:09:00,Wakad,Kharadi,Pune,Bike,UPI,6.17,12.2,77.02,1.06,Low,Smog,Cancelled,Customer,0.0
B00309,C0328,D0008,2026-02-28 08:09:00,Electronic City,HSR Layout,Bengaluru,Auto,Wallet,3.36,13.1,90.24,1.76,High,Clear,Incomplete,Unknown,7.0
B00310,C0390,D0004,2026-02-26 18:31:00,Pitampura,Rohini,Delhi,Auto,UPI,4.19,15.7,97.71,1.74,High,Cloudy,Completed,Unknown,10.7
B00311,C0011,D0002,2026-03-16 22:07:00,Gachibowli,Madhapur,Hyderabad,Auto,Cash,28.64,66.9,317.76,1.27,Medium,Rain,Completed,Unknown,10.9
B00312,C0149,D0107,2026-01-03 16:26:00,Kharadi,Wakad,Pune,Auto,Wallet,25.34,57.7,288.06,1.1,Low,Smog,Completed,Unknown,5.9
B00313,C0152,D0132,2026-03-16 17:12:00,Banjara Hills,Secunderabad,Hyderabad,Cab,Wallet,13.53,25.3,279.42,1.54,Low,Clear,Completed,Unknown,0.5
